pop	pop_id	tmap_orig	tmap_gen	path
ANA	3	9600	1414	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/34.png
ANA	3	9400	1421	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/35.png
ANA	3	9200	1428	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/36.png
ANA	3	9000	1434	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/37.png
ANA	3	8800	1441	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/38.png
ANA	3	8600	1448	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/39.png
ANA	3	8400	1454	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/40.png
ANA	3	8200	1461	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/41.png
ANA	3	8000	1468	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/42.png
ANA	3	7800	1474	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/43.png
ANA	3	7600	1481	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/44.png
ANA	3	7400	1488	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/45.png
ANA	3	7200	1494	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/46.png
ANA	3	7000	1501	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/47.png
YAM	5	7000	1501	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/48.png
YAM	5	5000	1568	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/49.png
YAM	5	4750	1576	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/50.png
YAM	5	4500	1584	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/51.png
YAM	5	4250	1593	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/52.png
YAM	5	4000	1601	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/53.png
YAM	5	3750	1609	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/54.png
YAM	5	3500	1618	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/55.png
YAM	5	3250	1626	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/56.png
YAM	5	3000	1634	/var/folders/t2/8rnzwjmd1lv2d3x5s0h8t4hr0000gn/T/Rtmpp0EfcK/slendr-model/57.png
